job_title_clean,industry_clean,position_ID
Associate Director,"Accounting, Banking And Finance",9390
Project Support,Government And Public Administration,9391
Social Media Manager,Entertainment,9392
production worker ,Engineering Or Manufacturing,9393
Customer Care Representative,"Accounting, Banking And Finance",9394
Performance Officer,Nonprofits,9395
Marketing Coordinator,Art And Design,9396
Key Account Manager,Computing Or Tech,9397
Curriculum Developer,Education (Primary/Secondary),9398
Sr. Manager Quality engineering ,Pharmaceutical,9399
Community Living Team Manager,Health Care,9400
Procurement Specialist,Engineering Or Manufacturing,9401
Hr Program Manager,Business Or Consulting,9402
"Director, Brand Operations","Beauty, Cosmetics, Fragrance",9403
Circulation Assistant,Library,9404
Complisnce Specialist,Government And Public Administration,9405
Email Program Manager,Computing Or Tech,9406
Security Pre-Sales,Computing Or Tech,9407
Pipeline Developer,Film Post-Production,9408
Senior Research Data Analyst,Computing Or Tech,9409
Learning And Compliance Consultant,Education (Higher Education),9410
Project Coordinator,"Construction, Hvac",9411
Digital Advertising Manager,"Marketing, Advertising And Pr",9412
Head Ofoffice,Government And Public Administration,9413
Strategic Manager Of Communications,"Marketing, Advertising And Pr",9414
Digital records manager ,Government And Public Administration,9415
"Director, Cybersecurity",Computing Or Tech,9416
head of technical operations,Computing Or Tech,9417
Knowledge Analyst,Government And Public Administration,9418
Employment & HRIS Manager,Education (Higher Education),9419
"Senior Manager, Network",Engineering Or Manufacturing,9420
Application Portfolio Manager,Computing Or Tech,9421
Case Investigator,Health Care,9422
Leasing Consultant,Property Or Construction,9423
School nurse ,Health Care,9424
Assistant Research Engineer,Computing Or Tech,9425
Senior Regional Sales Manager,Agriculture Or Forestry,9426
Application Analyst,"Accounting, Banking And Finance",9427
Senior Account Manager,Computing Or Tech,9428
Senior Data Scientist,"Accounting, Banking And Finance",9429
Operations Management Graduate,Transport Or Logistics,9430
Subcontracts Administrator,Property Or Construction,9431
"Director,",Media And Digital,9432
Sr Manager eCommerce,Media And Digital,9433
Professional Development Specialist,Government And Public Administration,9434
Trucking Back Office Manager,Transport Or Logistics,9435
Manager Of Administration,Nonprofits,9436
Newborn Care Specialist/ Postpartum Doula,Childcare,9437
Senior Client Service Associate,"Accounting, Banking And Finance",9438
Investigations Officer - Anti Money Laundering,Government And Public Administration,9439
Hr Manager,"Leisure, Sport And Tourism",9440
Senior Engineer Systems Architecture,Utilities And Telecommunications,9441
Technical Project Manager,"Accounting, Banking And Finance",9442
Hospital Social Worker,Social Work,9443
Marketing,"Marketing, Advertising And Pr",9444
Finance Graduate,"Accounting, Banking And Finance",9445
Technical Services Engineer,Computing Or Tech,9446
ELA Teacher,Education (Primary/Secondary),9447
Home Attendant HHA,Health Care,9448
"Senior Manager, Marketing Strategy",Entertainment,9449
Instructional Designer,Utilities And Telecommunications,9450
Streamer,Entertainment,9451
Sr. Staff Engineer,Engineering Or Manufacturing,9452
Senior Staff Engineer,Engineering Or Manufacturing,9453
Group Manager,Computing Or Tech,9454
Librarian III,Education (Higher Education),9455
Service Delivery Executive,Computing Or Tech,9456
Customer Care Representative,Insurance,9457
Business Process Specialist,Education (Higher Education),9458
enrolled agent,"Accounting, Banking And Finance",9459
"Manager, Educational Administration",Education (Higher Education),9460
"Senior Counsel, Litigation",Law,9461
Security Technical Consultant,Government And Public Administration,9462
Translator,Education (Higher Education),9463
Director Of Disability And Access Resources,Education (Higher Education),9464
Learning Technology Specialist,Health Care,9465
Marketing Analyst,Computing Or Tech,9466
Lead Associate,Government And Public Administration,9467
Research Assistant,Academic Research,9468
Technical Artist,Art And Design,9469
Marketing Coordinator,Health Care,9470
Senior Technical Sales Engineer,Engineering Or Manufacturing,9471
Quality Engineer And Internal Auditor,Engineering Or Manufacturing,9472
"Senior Manager, Content Acquisition",Media And Digital,9473
Pension Analyst,Education (Higher Education),9474
Investment Analyst,Commercial Real Estate,9475
Lease Administrator,Health Care,9476
Client Associate,"Accounting, Banking And Finance",9477
Senior Business Systems Analyst,Transport Or Logistics,9478
f,Education (Higher Education),9479
Senior Penetration Tester,Computing Or Tech,9480
Healthcare Facilities Planner,Property Or Construction,9481
GIS Analyst,Business Or Consulting,9482
Product Director,Computing Or Tech,9483
Co-General Manager,Parking,9484
Vice President Account Director,"Marketing, Advertising And Pr",9485
Regional Sales Manager,Sales,9486
Automotive Technician,Automotive Technician,9487
Assistant Professor,Academia,9488
Sales Planner,Media And Digital,9489
Engineering Team Lead,"Accounting, Banking And Finance",9490
Software Engineer,Retail,9491
Managing Content Coordinator,Sales,9492
Director Of Marketing,Business Or Consulting,9493
User Experience Researcher And Designer,Computing Or Tech,9494
Virtual Bookkeeper/Admin,Property Or Construction,9495
Senior Business Analyst,Education (Primary/Secondary),9496
Junior Product Owner,Computing Or Tech,9497
Director Of Quality Assurance,Nonprofits,9498
Customer Service Specialist,Retail,9499
Assistant Director Of Individual Giving,Nonprofits,9500
Financial Secretary/Office Manager,Nonprofits,9501
Apparel Designer,Art And Design,9502
Executive Search Consultant,Business Or Consulting,9503
Computer System Validation Engineer,Engineering Or Manufacturing,9504
Member Advisor,"Accounting, Banking And Finance",9505
Pro Bono Coordinator,Law,9506
Ux Research Director,Education (Primary/Secondary),9507
American Sign Language/English Interpreter,Language Services,9508
CAD Technician,Art And Design,9509
Vp Digital Marketing And Customer Experience,Engineering Or Manufacturing,9510
Senior Product Manager,"Accounting, Banking And Finance",9511
Threat Analyst,Computing Or Tech,9512
Hr/Staffing Associate,Health Care,9513
Education Administration Coordinator,Education (Higher Education),9514
Physician (infectious diseases),Health Care,9515
Financial Systems Analyst,Computing Or Tech,9516
Product Manager - Gl/Umb,Insurance,9517
Director Of Engineering,Insurance,9518
Product Director,"Marketing, Advertising And Pr",9519
Job Captain,Property Or Construction,9520
Financial Crimes Operations Specialist,"Accounting, Banking And Finance",9521
Group Underwriter,Insurance,9522
Senior Contracts specialist,Law,9523
Rn Case Manager,Health Care,9524
Higher Education Officer,Education (Higher Education),9525
Engineering Manager,Health Care,9526
Research Manager,Computing Or Tech,9527
Business Operations Manager,Business Or Consulting,9528
IBEW Electrician ,Property Or Construction,9529
Contracts Manager,"Accounting, Banking And Finance",9530
Special Education Teaching Assistant,Education (Primary/Secondary),9531
Solution Architect,Business Or Consulting,9532
Regional Manager,Property Or Construction,9533
Audience Growth Manager,Entertainment,9534
Learning Specialist,Recruitment Or Hr,9535
Digital Librarian,Government And Public Administration,9536
Deputy Director Of Communications,Nonprofits,9537
Digital Supervisor,"Marketing, Advertising And Pr",9538
Zoo Educator,Zoos And Aquariums,9539
Business Intelligence Manager,Insurance,9540
Vulnerability Management Engineer,Computing Or Tech,9541
Content Manager,"Leisure, Sport And Tourism",9542
Marketing Content Creator,"Marketing, Advertising And Pr",9543
Forensic Chemist,Toxicology,9544
Project Engineer,"Construction, Hvac",9545
Consultant,Education (Higher Education),9546
Architectural Drafting Technician,Government And Public Administration,9547
Senior Advisory Specialist,Business Or Consulting,9548
Junior Accountant,"Accounting, Banking And Finance",9549
Art Director,"Marketing, Advertising And Pr",9550
Sr. FP&A Analyst,Engineering Or Manufacturing,9551
Coordination Business Partner,Recruitment Or Hr,9552
Environmental Program Manager,Government And Public Administration,9553
Talent Acquisition Specialist,"Accounting, Banking And Finance",9554
Senior Project Manager,Academic Research,9555
Senior UX Designer,Media And Digital,9556
Branch Manager,Libraries/Museums/Archives,9557
Embedded It Project Manager/Scrum Master,"Accounting, Banking And Finance",9558
Communications Manager,Automotive,9559
Industrial Designer,Art And Design,9560
Office Coordinator & Assistant to VP of Quality,Medical Supply Wholesale And Warehousing,9561
Sr. Project Engineer,Utilities And Telecommunications,9562
Clinical Mental Health And Academic Counselor,Education (Higher Education),9563
Director Of Operations,Property Or Construction,9564
Desktop Support,Insurance,9565
Commercial Service Representative,Sales,9566
Art Coordinator,Organized Labor,9567
Education Administration Coordinator,Health Care,9568
Revenue Cycle Manager,Health Care,9569
Senior Policy Official,Government And Public Administration,9570
Library Manager,Nonprofits,9571
Scientific Affairs Manager,Agriculture Or Forestry,9572
Instructional Designer,Nonprofits,9573
COBRA Integration Analyst,Computing Or Tech,9574
Responsible for an external-facing unit,International Organization,9575
Panel Administrator,"Marketing, Advertising And Pr",9576
Title Officer,Property Or Construction,9577
Systems Engineer,Agriculture Or Forestry,9578
Grad Student,Education (Higher Education),9579
Director Of Research And Market Strategy,Property Or Construction,9580
Business Intelligence Analyst,Business Or Consulting,9581
Content Producer,Utilities And Telecommunications,9582
Server,Food Service,9583
Safety And Health Inspector,Government And Public Administration,9584
Community Health Worker,Nonprofits,9585
Satellite Systems Engineer,Engineering Or Manufacturing,9586
Part Time Tutor,Education (Primary/Secondary),9587
Artist Manager,Music,9588
Copywriter,Computing Or Tech,9589
Project Director,Computing Or Tech,9590
Project Surveyor,Engineering Or Manufacturing,9591
Helo Desk Specialist,Government And Public Administration,9592
CBT Therapist,Health Care,9593
Asia Pacific Sales Manager,Sales,9594
Product Manager,Biotechnology,9595
Director Of Performance Marketing,"Marketing, Advertising And Pr",9596
Office Assistant,Health Care,9597
Senior Data & Policy Specialist,Nonprofits,9598
"Associate Manager, Marketing",Computing Or Tech,9599
Automation Systems Analyst,Computing Or Tech,9600
Vice President And Relationship Manager,"Accounting, Banking And Finance",9601
Digital Program Manager,"Marketing, Advertising And Pr",9602
Subtitler,Translation,9603
Industrial Hygienist,Government And Public Administration,9604
Asst Office Manager,Health Care,9605
Postdoc,Science,9606
Global Advocacy And Campaigns Coordinator,Nonprofits,9607
Contractor,"Accounting, Banking And Finance",9608
General Music Teacher,Education (Primary/Secondary),9609
Major Gifts Coordinator,Nonprofits,9610
Grants Accountant,Nonprofits,9611
Senior Managing Scientist,Business Or Consulting,9612
Research Manager,Educational Research,9613
Senior Product Designer,Nonprofits,9614
Chase Leadership Development Analyst,"Accounting, Banking And Finance",9615
Senior Instructional Designer,Government And Public Administration,9616
Associate Producer,Media And Digital,9617
Senior Employee Relations Consultant,Recruitment Or Hr,9618
Hr Manager,Utilities And Telecommunications,9619
Compliance Manager,Cannabis,9620
Crew,Food Service,9621
"Analyst, Business Transformation Portfolio Lead",Consumer Packaged Goods,9622
Pre-Health Advisor,Education (Higher Education),9623
ACCOUNTING ADMIN,"Accounting, Banking And Finance",9624
Assistant Director Of Prospect Research,Nonprofits,9625
Business Operations Manager,Law,9626
SALT Teaching Assistant,Education (Primary/Secondary),9627
Strategic Consultant,Entertainment,9628
Lead Customer Service Associate,Library,9629
Operations Coordinator,Hospitality And Events,9630
Grants Accountant,Health Care,9631
digital prepress,Printing,9632
Compliance Manager,Computing Or Tech,9633
"Research Scientist, level III",Government And Public Administration,9634
Administrative Support Specialist,Health Care,9635
Software Developer,Agriculture Or Forestry,9636
Business Systems Analyst,"Accounting, Banking And Finance",9637
Multimedia Producer,Media And Digital,9638
Clergy,Religious,9639
